Date/Time	Flow (cms)	Stream Temperature (*C)		Cloudiness (0 - 1)	Wind Speed (m/s)	Relative Humidity (0 - 1)	Air Temp (*C)	Stream Temp (*C)	Cloudiness (0 - 1)	Wind Speed (m/s)	Relative Humidity (0 - 1)	Air Temp (*C)	Stream Temp (*C)
7/16/01 16:00	3.00000	15.2		0.0	0.1	0.5	31.5	15.2	0.0	2.6	0.3	23.9	23.1
7/16/01 17:00	3.00000	15.4		0.0	0.1	0.4	31.5	15.4	0.0	2.3	0.3	24.4	23.1
7/16/01 18:00	3.00000	15.5		0.0	0.1	0.4	31.2	15.5	0.0	1.8	0.3	23.9	22.7
7/16/01 19:00	3.00000	15.4		0.0	0.1	0.4	31.5	15.4	0.0	2.8	0.3	21.7	22.2
7/16/01 20:00	3.00000	15.4		0.0	0.1	0.4	31.6	15.4	0.0	2.8	0.3	21.1	21.8
7/16/01 21:00	3.00000	15.3		0.0	0.1	0.5	31.9	15.3	0.0	1.3	0.4	18.3	21.3
7/16/01 22:00	3.00000	15.1		0.0	0.1	0.4	31.9	15.1	0.0	2.1	0.5	17.8	20.8
7/16/01 23:00	3.00000	14.8		0.0	0.1	0.4	31.4	14.8	0.0	1.5	0.5	17.2	20.3
7/17/01 0:00	3.00000	14.5		0.0	0.1	0.4	31.8	14.5	0.0	1.3	0.5	16.1	19.7
7/17/01 1:00	3.00000	14.2		0.0	0.1	0.4	32.3	14.2	0.0	0.8	0.6	14.4	19.2
7/17/01 2:00	3.00000	13.9		0.0	0.1	0.4	31.6	13.9	0.0	0.0	0.6	12.8	18.6
7/17/01 3:00	3.00000	13.7		0.0	0.1	0.4	31.6	13.7	0.0	0.0	0.7	12.2	18.1
7/17/01 4:00	3.00000	13.5		0.0	0.1	0.4	32.0	13.5	0.0	0.8	0.7	11.7	17.7
7/17/01 5:00	3.00000	13.2		0.0	0.1	0.4	31.6	13.2	0.0	0.0	0.7	10.6	17.1
7/17/01 6:00	3.00000	13.0		0.0	0.1	0.4	31.6	13.0	0.0	0.8	0.8	8.9	16.8
7/17/01 7:00	3.00000	12.8		0.0	0.1	0.4	31.5	12.8	0.0	0.8	0.8	10.0	16.3
7/17/01 8:00	3.00000	12.7		0.0	0.1	0.4	31.8	12.7	0.0	1.0	0.7	12.2	16.2
7/17/01 9:00	3.00000	12.7		0.0	0.1	0.4	31.6	12.7	0.0	0.0	0.6	14.4	16.6
7/17/01 10:00	3.00000	12.7		0.0	0.1	0.4	31.9	12.7	0.0	1.0	0.5	16.7	17.4
7/17/01 11:00	3.00000	12.9		0.0	0.1	0.5	31.8	12.9	0.0	0.0	0.5	18.9	18.6
7/17/01 12:00	3.00000	13.0		0.0	0.1	0.5	30.0	13.0	0.0	1.3	0.4	21.1	19.9
7/17/01 13:00	3.00000	13.4		0.0	0.1	0.6	27.6	13.4	0.0	1.0	0.4	22.2	21.0
7/17/01 14:00	3.00000	13.8		0.0	0.1	0.6	26.5	13.8	0.0	1.8	0.3	24.4	21.8
7/17/01 15:00	3.00000	14.0		0.0	0.1	0.6	25.8	14.0	0.0	2.8	0.3	25.6	22.1
7/17/01 16:00	3.00000	13.9		0.0	0.1	0.6	25.5	13.9	0.0	2.6	0.3	26.1	22.2
7/17/01 17:00	3.00000	14.0		0.0	0.1	0.7	25.1	14.0	0.2	2.3	0.3	26.1	22.2
7/17/01 18:00	3.00000	14.4		0.0	0.1	0.7	24.7	14.4	0.8	2.6	0.3	26.7	22.1
7/17/01 19:00	3.00000	14.8		0.0	0.1	0.7	24.0	14.8	0.0	2.8	0.3	25.6	21.8
7/17/01 20:00	3.00000	15.0		0.0	0.1	0.8	23.4	15.0	0.0	3.3	0.4	23.9	21.3
7/17/01 21:00	3.00000	14.9		0.0	0.1	0.8	23.2	14.9	0.4	2.3	0.4	21.1	20.8
7/17/01 22:00	3.00000	15.0		0.0	0.1	0.8	22.9	15.0	0.0	1.5	0.5	18.9	20.3
7/17/01 23:00	3.00000	15.1		0.0	0.1	0.8	22.6	15.1	0.0	1.5	0.6	17.2	19.9
7/18/01 0:00	3.00000	15.0		0.0	0.1	0.8	22.1	15.0	0.0	0.0	0.6	17.2	19.4
7/18/01 1:00	3.00000	14.8		0.0	0.1	0.9	21.7	14.8	0.0	0.8	0.6	16.1	18.9
7/18/01 2:00	3.00000	14.6		0.0	0.1	0.9	21.2	14.6	0.0	0.0	0.7	15.6	18.4
7/18/01 3:00	3.00000	14.4		0.0	0.1	0.9	21.1	14.4	0.0	0.0	0.7	15.0	18.0
7/18/01 4:00	3.00000	14.1		0.0	0.1	0.9	20.6	14.1	0.0	0.0	0.7	13.3	17.5
7/18/01 5:00	3.00000	13.9		0.0	0.1	0.9	20.4	13.9	0.0	0.0	0.8	11.7	17.2
7/18/01 6:00	3.00000	13.8		0.0	0.1	0.9	20.3	13.8	0.0	0.0	0.8	12.2	16.9
7/18/01 7:00	3.00000	13.7		0.0	0.1	0.9	20.1	13.7	0.0	0.0	0.7	12.8	16.8
7/18/01 8:00	3.00000	13.7		0.0	0.1	0.9	20.0	13.7	0.0	0.0	0.7	14.4	16.8
7/18/01 9:00	3.00000	13.7		0.0	0.1	0.9	20.3	13.7	0.0	0.8	0.6	16.7	17.1
7/18/01 10:00	3.00000	13.8		0.0	0.1	0.9	20.0	13.8	0.0	0.8	0.5	18.9	18.0
7/18/01 11:00	3.00000	13.7		0.0	0.1	0.9	19.6	13.7	0.0	1.3	0.5	20.6	19.1
7/18/01 12:00	3.00000	13.8		0.0	0.1	1.0	19.0	13.8	0.0	1.3	0.4	22.8	20.3
7/18/01 13:00	3.00000	14.0		0.0	0.1	1.0	18.6	14.0	0.0	0.0	0.4	23.3	21.4
7/18/01 14:00	3.00000	14.2		0.0	0.1	1.0	18.4	14.2	0.0	1.5	0.4	26.1	22.1
7/18/01 15:00	3.00000	14.5		0.0	0.1	1.0	18.1	14.5	0.0	1.8	0.4	26.1	22.7
7/18/01 16:00	3.00000	14.9		0.0	0.1	1.0	18.1	14.9	0.0	2.1	0.3	27.8	23.1
7/18/01 17:00	3.00000	15.2		0.0	0.1	1.0	18.0	15.2	0.0	2.1	0.3	28.3	23.1
7/18/01 18:00	3.00000	15.2		0.0	0.1	1.0	18.0	15.2	0.0	2.3	0.3	27.8	23.1
7/18/01 19:00	3.00000	15.4		0.0	0.1	1.0	17.9	15.4	0.2	2.3	0.3	27.2	22.6
7/18/01 20:00	3.00000	15.7		0.0	0.1	1.0	17.7	15.7	0.8	2.3	0.4	26.1	22.1
7/18/01 21:00	3.00000	15.8		0.0	0.1	1.0	17.7	15.8	0.4	1.8	0.4	24.4	21.8
7/18/01 22:00	3.00000	15.9		0.0	0.1	1.0	17.6	15.9	0.2	0.8	0.5	21.7	21.3
7/18/01 23:00	3.00000	15.9		0.0	0.1	1.0	17.6	15.9	0.0	0.8	0.5	20.6	20.8
7/19/01 0:00	3.00000	15.9		0.0	0.1	1.0	17.8	15.9	0.2	1.0	0.5	20.0	20.5
7/19/01 1:00	3.00000	15.7		0.0	0.1	1.0	17.7	15.7	0.8	0.8	0.6	20.0	20.0
7/19/01 2:00	3.00000	15.5		0.0	0.1	1.0	17.8	15.5	0.0	1.3	0.6	17.8	19.5
7/19/01 3:00	3.00000	15.3		0.0	0.1	1.0	17.6	15.3	1.0	0.8	0.6	18.9	19.2
7/19/01 4:00	3.00000	15.1		0.0	0.1	1.0	17.6	15.1	0.8	0.8	0.7	17.8	18.9
7/19/01 5:00	3.00000	15.0		0.0	0.1	1.0	17.5	15.0	1.0	0.8	0.7	16.7	18.6
7/19/01 6:00	3.00000	14.9		0.0	0.1	1.0	17.6	14.9	0.4	0.0	0.7	16.7	18.3
7/19/01 7:00	3.00000	14.8		0.0	0.1	1.0	17.6	14.8	0.4	0.0	0.7	16.7	18.3
7/19/01 8:00	3.00000	14.8		0.0	0.1	1.0	17.6	14.8	0.8	0.8	0.7	17.8	18.3
7/19/01 9:00	3.00000	14.9		0.0	0.1	1.0	17.8	14.9	0.4	0.0	0.6	18.9	18.6
7/19/01 10:00	3.00000	15.0		0.0	0.1	1.0	17.6	15.0	0.0	0.0	0.6	20.6	19.2
7/19/01 11:00	3.00000	15.4		0.0	0.1	1.0	17.4	15.4	0.0	0.8	0.5	22.2	20.2
7/19/01 12:00	3.00000	15.7		0.0	0.1	1.0	17.2	15.7	0.0	1.5	0.5	23.9	21.3
7/19/01 13:00	3.00000	16.0		0.0	0.1	1.0	17.0	16.0	0.0	0.8	0.4	26.1	22.4
7/19/01 14:00	3.00000	16.3		0.0	0.1	1.0	16.5	16.3	0.2	1.3	0.4	27.2	23.1
7/19/01 15:00	3.00000	16.6		0.0	0.1	1.0	16.3	16.6	0.0	3.1	0.3	29.4	23.6
7/19/01 16:00	3.00000	16.9		0.0	0.1	1.0	16.4	16.9	0.0	3.9	0.3	29.4	23.7
7/19/01 17:00	3.00000	17.1		0.0	0.1	1.0	16.1	17.1	0.4	2.8	0.3	29.4	23.7
7/19/01 18:00	3.00000	17.2		0.0	0.1	1.0	16.8	17.2	1.0	3.1	0.3	28.9	23.6
7/19/01 19:00	3.00000	17.4		0.0	0.1	1.0	17.8	17.4	1.0	2.8	0.4	25.6	23.2
7/19/01 20:00	3.00000	17.5		0.0	0.1	0.8	19.7	17.5	1.0	2.3	0.5	24.4	22.9
7/19/01 21:00	3.00000	17.6		0.0	0.1	0.8	19.4	17.6	1.0	2.8	0.5	22.8	22.4
7/19/01 22:00	3.00000	17.7		0.0	0.1	0.8	19.0	17.7	1.0	1.5	0.5	21.7	21.8
7/19/01 23:00	3.00000	17.7		0.0	0.1	0.9	18.5	17.7	1.0	1.8	0.6	20.6	21.3
7/20/01 0:00	3.00000	17.7		0.0	0.1	0.9	17.9	17.7	0.8	2.3	0.6	19.4	20.8
7/20/01 1:00	3.00000	17.6		0.0	0.1	0.9	17.7	17.6	1.0	1.5	0.7	18.3	20.5
7/20/01 2:00	3.00000	17.4		0.0	0.1	1.0	17.3	17.4	0.8	1.8	0.7	17.8	20.2
7/20/01 3:00	3.00000	17.1		0.0	0.1	1.0	17.1	17.1	1.0	1.3	0.7	17.2	19.9
7/20/01 4:00	3.00000	16.9		0.0	0.1	1.0	17.0	16.9	1.0	1.5	0.7	16.7	19.7
7/20/01 5:00	3.00000	16.6		0.0	0.1	1.0	17.0	16.6	1.0	1.8	0.7	17.2	19.4
7/20/01 6:00	3.00000	16.5		0.0	0.1	1.0	17.1	16.5	1.0	1.8	0.7	16.7	19.2
7/20/01 7:00	3.00000	16.2		0.0	0.1	1.0	17.1	16.2	1.0	1.5	0.7	16.1	19.1
7/20/01 8:00	3.00000	16.1		0.0	0.1	1.0	17.4	16.1	1.0	2.1	0.6	17.2	19.1
7/20/01 9:00	3.00000	16.0		0.0	0.1	1.0	17.7	16.0	1.0	2.1	0.6	17.2	19.1
7/20/01 10:00	3.00000	16.0		0.0	0.1	1.0	18.2	16.0	1.0	1.5	0.6	18.3	19.5
7/20/01 11:00	3.00000	16.0		0.0	0.1	0.9	18.1	16.0	0.2	0.8	0.5	20.0	19.9
7/20/01 12:00	3.00000	16.0		0.0	0.1	0.9	18.0	16.0	0.8	1.5	0.5	21.1	20.8
7/20/01 13:00	3.00000	16.0		0.0	0.1	1.0	18.1	16.0	0.0	1.8	0.4	22.8	21.8
7/20/01 14:00	3.00000	16.0		0.0	0.1	0.9	18.2	16.0	0.0	2.1	0.4	22.8	22.4
7/20/01 15:00	3.00000	16.0		0.0	0.1	0.9	18.6	16.0	0.0	1.5	0.3	25.0	22.9
7/20/01 16:00	3.00000	16.0		0.0	0.1	0.9	19.3	16.0	0.0	2.6	0.3	26.7	23.1
7/20/01 17:00	3.00000	16.0		0.0	0.1	0.8	20.2	16.0	0.0	2.3	0.3	26.7	23.1
7/20/01 18:00	3.00000	16.0		0.0	0.1	0.8	20.7	16.0	0.0	2.6	0.3	25.6	22.7
7/20/01 19:00	3.00000	16.0		0.0	0.1	0.8	20.6	16.0	0.0	2.8	0.4	24.4	22.4
7/20/01 20:00	3.00000	16.0		0.0	0.1	0.7	21.4	16.0	0.2	3.1	0.4	22.8	21.9
7/20/01 21:00	3.00000	16.0		0.0	0.1	0.7	21.9	16.0	0.2	2.1	0.4	21.1	21.4
7/20/01 22:00	3.00000	15.7		0.0	0.1	0.7	22.0	15.7	0.0	1.3	0.5	18.3	21.0
7/20/01 23:00	3.00000	15.6		0.0	0.1	0.7	22.1	15.6	0.0	1.0	0.6	17.2	20.5
7/21/01 0:00	3.00000	15.5		0.0	0.1	0.7	22.1	15.5	0.0	1.0	0.7	15.6	19.9
7/21/01 1:00	3.00000	15.3		0.0	0.1	0.7	23.0	15.3	0.0	1.5	0.7	15.0	19.4
7/21/01 2:00	3.00000	15.0		0.0	0.1	0.7	23.1	15.0	0.0	0.0	0.7	15.6	19.1
7/21/01 3:00	3.00000	15.1		0.0	0.1	0.6	23.6	15.1	0.0	0.0	0.7	13.9	18.6
7/21/01 4:00	3.00000	15.0		0.0	0.1	0.6	23.4	15.0	0.0	1.0	0.7	13.3	18.1
7/21/01 5:00	3.00000	15.0		0.0	0.1	0.6	23.6	15.0	0.0	0.8	0.8	12.2	17.7
7/21/01 6:00	3.00000	14.9		0.0	0.1	0.6	24.5	14.9	0.0	0.0	0.8	11.1	17.4
7/21/01 7:00	3.00000	14.6		0.0	0.1	0.6	24.6	14.6	0.0	0.8	0.8	12.2	17.1
7/21/01 8:00	3.00000	14.5		0.0	0.1	0.6	25.2	14.5	0.0	1.0	0.7	13.9	16.9
7/21/01 9:00	3.00000	14.3		0.0	0.1	0.6	25.5	14.3	0.0	0.8	0.7	16.1	17.2
7/21/01 10:00	3.00000	14.1		0.0	0.1	0.6	26.0	14.1	0.0	0.8	0.6	17.8	18.0
7/21/01 11:00	3.00000	14.0		0.0	0.1	0.5	25.7	14.0	0.0	1.0	0.5	20.0	18.9
7/21/01 12:00	3.00000	14.0		0.0	0.1	0.5	26.1	14.0	0.0	0.8	0.4	22.2	20.0
7/21/01 13:00	3.00000	14.1		0.0	0.1	0.5	26.2	14.1	0.0	1.5	0.4	24.4	21.1
7/21/01 14:00	3.00000	14.1		0.0	0.1	0.5	26.8	14.1	0.0	1.5	0.3	26.7	21.8
7/21/01 15:00	3.00000	14.2		0.0	0.1	0.5	27.1	14.2	0.0	2.8	0.3	28.9	22.4
7/21/01 16:00	3.00000	14.3		0.0	0.1	0.5	26.3	14.3	0.0	3.3	0.2	28.9	22.9
7/21/01 17:00	3.00000	14.3		0.0	0.1	0.5	26.6	14.3	0.0	3.1	0.2	29.4	23.1
7/21/01 18:00	3.00000	14.3		0.0	0.1	0.5	26.6	14.3	0.0	2.8	0.2	28.3	22.9
7/21/01 19:00	3.00000	14.4		0.0	0.1	0.5	27.3	14.4	0.0	2.6	0.2	27.8	22.4
7/21/01 20:00	3.00000	14.6		0.0	0.1	0.5	27.1	14.6	0.0	2.6	0.2	26.7	21.8
7/21/01 21:00	3.00000	14.6		0.0	0.1	0.5	27.6	14.6	0.0	1.5	0.3	23.9	21.1
7/21/01 22:00	3.00000	14.5		0.0	0.1	0.5	27.6	14.5	0.0	1.5	0.4	22.2	20.5
7/21/01 23:00	3.00000	14.4		0.0	0.1	0.5	27.4	14.4	0.0	0.0	0.4	19.4	19.7
7/22/01 0:00	3.00000	14.3		0.0	0.1	0.5	26.9	14.3	0.0	0.0	0.5	18.9	19.2
7/22/01 1:00	3.00000	14.2		0.0	0.1	0.5	27.9	14.2	0.0	0.8	0.5	17.2	18.6
7/22/01 2:00	3.00000	14.0		0.0	0.1	0.5	27.8	14.0	0.0	1.0	0.6	16.1	18.1
7/22/01 3:00	3.00000	13.9		0.0	0.1	0.5	27.6	13.9	0.0	0.0	0.6	15.0	17.8
7/22/01 4:00	3.00000	13.8		0.0	0.1	0.5	28.1	13.8	0.0	0.0	0.7	13.3	17.4
7/22/01 5:00	3.00000	13.7		0.0	0.1	0.5	28.5	13.7	0.0	0.8	0.7	11.7	17.1
7/22/01 6:00	3.00000	13.5		0.0	0.1	0.5	27.9	13.5	0.0	1.0	0.7	11.7	16.8
7/22/01 7:00	3.00000	13.4		0.0	0.1	0.5	28.6	13.4	0.0	0.0	0.7	13.3	16.6
7/22/01 8:00	3.00000	13.3		0.0	0.1	0.5	28.7	13.3	0.0	0.0	0.6	15.6	16.8
7/22/01 9:00	3.00000	13.3		0.0	0.1	0.5	27.6	13.3	0.0	0.0	0.5	17.2	17.1
7/22/01 10:00	3.00000	13.4		0.0	0.1	0.5	27.9	13.4	0.0	0.8	0.5	20.0	17.8
7/22/01 11:00	3.00000	13.6		0.0	0.1	0.5	28.4	13.6	0.0	0.0	0.4	22.8	18.9
7/22/01 12:00	3.00000	13.8		0.0	0.1	0.4	28.3	13.8	0.0	0.8	0.4	23.9	20.0
7/22/01 13:00	3.00000	14.0		0.0	0.1	0.5	27.1	14.0	0.0	1.0	0.3	26.1	21.1
7/22/01 14:00	3.00000	14.2		0.0	0.1	0.5	28.8	14.2	0.0	0.0	0.3	28.3	21.9
7/22/01 15:00	3.00000	14.4		0.0	0.1	0.5	29.0	14.4	0.0	1.5	0.2	30.0	22.4
7/22/01 16:00	3.00000	14.7		0.0	0.1	0.5	28.6	14.7	0.0	1.3	0.2	31.7	23.1
7/22/01 17:00	3.00000	14.8		0.0	0.1	0.5	27.4	14.8	0.0	3.9	0.2	32.2	23.1
7/22/01 18:00	3.00000	15.0		0.0	0.1	0.5	27.1	15.0	0.0	2.8	0.2	30.0	22.7
7/22/01 19:00	3.00000	15.0		0.0	0.1	0.5	27.9	15.0	0.0	3.1	0.3	30.0	22.4
7/22/01 20:00	3.00000	15.0		0.0	0.1	0.5	28.7	15.0	0.0	2.6	0.3	28.3	21.9
7/22/01 21:00	3.00000	15.0		0.0	0.1	0.5	28.5	15.0	0.0	1.8	0.4	26.1	21.4
7/22/01 22:00	3.00000	14.8		0.0	0.1	0.5	28.3	14.8	0.0	1.0	0.4	25.0	21.0
7/22/01 23:00	3.00000	14.7		0.0	0.1	0.5	28.8	14.7	0.0	0.0	0.5	21.7	20.3
7/23/01 0:00	3.00000	14.4		0.0	0.1	0.5	28.7	14.4	0.0	0.0	0.5	21.1	19.9
7/23/01 1:00	3.00000	14.2		0.0	0.1	0.5	28.9	14.2	0.0	0.8	0.6	20.6	19.4
7/23/01 2:00	3.00000	13.9		0.0	0.1	0.5	27.5	13.9	0.0	0.8	0.6	19.4	19.1
7/23/01 3:00	3.00000	13.8		0.0	0.1	0.5	26.3	13.8	0.0	0.0	0.6	18.3	18.6
7/23/01 4:00	3.00000	13.5		0.0	0.1	0.5	25.7	13.5	0.0	0.0	0.7	17.2	18.3
7/23/01 5:00	3.00000	13.2		0.0	0.1	0.6	25.0	13.2	0.0	0.8	0.7	16.1	18.0
7/23/01 6:00	3.00000	13.0		0.0	0.1	0.7	24.1	13.0	0.0	0.0	0.7	16.1	17.7
7/23/01 7:00	3.00000	12.9		0.0	0.1	0.7	23.7	12.9	0.0	0.0	0.7	15.6	17.5
7/23/01 8:00	3.00000	12.7		0.0	0.1	0.6	24.1	12.7	0.0	1.0	0.6	17.8	17.5
7/23/01 9:00	3.00000	12.7		0.0	0.1	0.6	24.3	12.7	0.0	0.0	0.6	20.0	18.0
7/23/01 10:00	3.00000	12.6		0.0	0.1	0.6	24.5	12.6	0.0	0.0	0.5	22.2	18.9
7/23/01 11:00	3.00000	12.9		0.0	0.1	0.6	24.9	12.9	0.0	0.8	0.5	24.4	19.9
7/23/01 12:00	3.00000	13.1		0.0	0.1	0.6	24.6	13.1	0.0	1.0	0.4	26.1	21.3
7/23/01 13:00	3.00000	13.4		0.0	0.1	0.6	24.1	13.4	0.0	1.0	0.3	28.9	22.1
7/23/01 14:00	3.00000	13.7		0.0	0.1	0.6	23.8	13.7	0.0	1.0	0.3	31.7	23.1
7/23/01 15:00	3.00000	13.9		0.0	0.1	0.6	23.7	13.9	0.0	1.5	0.2	32.8	23.6
7/23/01 16:00	3.00000	14.2		0.0	0.1	0.6	23.5	14.2	0.0	1.8	0.2	33.3	23.9
7/23/01 17:00	3.00000	14.5		0.0	0.1	0.6	23.3	14.5	0.0	3.1	0.2	33.3	24.0
7/23/01 18:00	3.00000	14.7		0.0	0.1	0.7	23.0	14.7	0.0	2.6	0.2	32.8	23.9
7/23/01 19:00	3.00000	14.9		0.0	0.1	0.7	22.9	14.9	0.0	3.1	0.2	32.2	23.6
7/23/01 20:00	3.00000	15.0		0.0	0.1	0.7	22.6	15.0	0.0	2.6	0.3	30.0	23.1
7/23/01 21:00	3.00000	15.1		0.0	0.1	0.7	22.4	15.1	0.0	1.5	0.3	28.3	22.4
7/23/01 22:00	3.00000	15.1		0.0	0.1	0.7	22.4	15.1	0.0	1.0	0.3	26.1	21.9
7/23/01 23:00	3.00000	15.1		0.0	0.1	0.7	22.4	15.1	0.0	1.0	0.4	22.2	21.3
7/24/01 0:00	3.00000	15.0		0.0	0.1	0.7	22.4	15.0	0.0	0.0	0.4	22.8	20.8
7/24/01 1:00	3.00000	14.9		0.0	0.1	0.7	22.3	14.9	0.0	0.8	0.5	20.6	20.3
7/24/01 2:00	3.00000	14.8		0.0	0.1	0.7	22.4	14.8	0.0	1.0	0.5	20.0	19.9
7/24/01 3:00	3.00000	14.7		0.0	0.1	0.7	22.5	14.7	0.0	0.0	0.6	17.8	19.5
7/24/01 4:00	3.00000	14.5		0.0	0.1	0.7	22.6	14.5	0.0	0.0	0.6	17.8	19.2
7/24/01 5:00	3.00000	14.3		0.0	0.1	0.7	22.6	14.3	0.0	0.0	0.6	17.2	18.8
7/24/01 6:00	3.00000	14.1		0.0	0.1	0.7	22.1	14.1	0.0	0.0	0.7	14.4	18.4
7/24/01 7:00	3.00000	14.0		0.0	0.1	0.8	20.6	14.0	0.0	0.8	0.7	16.7	18.3
7/24/01 8:00	3.00000	13.9		0.0	0.1	0.9	18.8	13.9	0.0	0.0	0.6	18.3	18.4
7/24/01 9:00	3.00000	13.9		0.0	0.1	0.9	18.1	13.9	0.0	0.0	0.6	20.6	18.8
7/24/01 10:00	3.00000	14.0		0.0	0.1	1.0	18.0	14.0	0.0	0.0	0.5	22.8	19.5
7/24/01 11:00	3.00000	14.2		0.0	0.1	1.0	18.2	14.2	0.0	0.0	0.4	25.6	20.6
7/24/01 12:00	3.00000	14.4		0.0	0.1	1.0	18.3	14.4	0.0	1.5	0.4	27.8	21.9
7/24/01 13:00	3.00000	14.7		0.0	0.1	1.0	18.2	14.7	0.0	0.8	0.3	29.4	23.2
7/24/01 14:00	3.00000	15.0		0.0	0.1	0.9	18.4	15.0	0.0	2.1	0.3	32.2	23.9
7/24/01 15:00	3.00000	15.3		0.0	0.1	1.0	18.2	15.3	0.0	2.3	0.2	33.3	24.4
7/24/01 16:00	3.00000	15.6		0.0	0.1	1.0	18.2	15.6	0.0	2.8	0.2	34.4	24.7
7/24/01 17:00	3.00000	15.8		0.0	0.1	1.0	18.3	15.8	0.0	2.6	0.2	33.9	24.7
7/24/01 18:00	3.00000	16.0		0.0	0.1	1.0	18.3	16.0	0.0	2.8	0.3	33.3	24.5
7/24/01 19:00	3.00000	16.1		0.0	0.1	1.0	18.1	16.1	0.0	2.8	0.3	31.7	24.4
7/24/01 20:00	3.00000	16.2		0.0	0.1	1.0	18.1	16.2	0.0	3.1	0.3	30.0	23.9
7/24/01 21:00	3.00000	16.2		0.0	0.1	1.0	18.1	16.2	0.0	1.8	0.4	27.8	23.6
7/24/01 22:00	3.00000	16.2		0.0	0.1	1.0	17.9	16.2	0.0	1.0	0.4	26.7	23.1
7/24/01 23:00	3.00000	16.2		0.0	0.1	1.0	17.8	16.2	0.0	1.3	0.4	25.0	22.7
7/25/01 0:00	3.00000	16.1		0.0	0.1	1.0	17.8	16.1	0.0	1.3	0.5	23.9	22.1
7/25/01 1:00	3.00000	16.0		0.0	0.1	1.0	17.6	16.0	0.0	0.0	0.5	22.8	21.6
7/25/01 2:00	3.00000	16.0		0.0	0.1	1.0	17.5	16.0	0.0	0.0	0.5	21.1	21.1
7/25/01 3:00	3.00000	15.9		0.0	0.1	1.0	17.4	15.9	0.0	0.0	0.6	20.0	20.6
7/25/01 4:00	3.00000	15.6		0.0	0.1	1.0	17.3	15.6	0.0	0.0	0.7	17.8	20.2
7/25/01 5:00	3.00000	15.4		0.0	0.1	1.0	17.2	15.4	0.0	0.8	0.7	16.1	19.7
7/25/01 6:00	3.00000	15.3		0.0	0.1	1.0	17.0	15.3	0.0	0.0	0.8	16.1	19.2
7/25/01 7:00	3.00000	15.2		0.0	0.1	1.0	17.1	15.2	0.0	0.8	0.7	16.1	18.9
7/25/01 8:00	3.00000	15.0		0.0	0.1	1.0	17.1	15.0	0.0	0.0	0.6	18.3	18.8
7/25/01 9:00	3.00000	14.9		0.0	0.1	1.0	17.1	14.9	0.0	1.3	0.6	21.1	19.1
7/25/01 10:00	3.00000	15.2		0.0	0.1	1.0	17.0	15.2	0.0	0.8	0.5	22.2	19.9
7/25/01 11:00	3.00000	15.4		0.0	0.1	1.0	17.0	15.4	0.0	0.0	0.4	25.0	20.6
7/25/01 12:00	3.00000	15.4		0.0	0.1	1.0	17.1	15.4	0.0	0.8	0.4	26.7	21.9
7/25/01 13:00	3.00000	15.5		0.0	0.1	1.0	17.3	15.5	0.0	2.1	0.3	30.6	23.1
7/25/01 14:00	3.00000	15.7		0.0	0.1	0.9	17.6	15.7	0.0	1.5	0.3	31.7	24.0
7/25/01 15:00	3.00000	15.9		0.0	0.1	0.9	17.6	15.9	0.0	1.3	0.2	33.3	24.5
7/25/01 16:00	3.00000	16.3		0.0	0.1	0.9	17.3	16.3	0.0	1.3	0.2	35.6	24.7
7/25/01 17:00	3.00000	16.7		0.0	0.1	1.0	16.9	16.7	0.0	2.8	0.2	35.0	24.7
7/25/01 18:00	3.00000	16.9		0.0	0.1	1.0	16.7	16.9	0.0	3.3	0.2	33.9	24.5
7/25/01 19:00	3.00000	17.1		0.0	0.1	1.0	16.6	17.1	0.0	2.8	0.2	32.2	24.4
7/25/01 20:00	3.00000	17.1		0.0	0.1	1.0	16.6	17.1	0.0	2.3	0.2	29.4	23.9
7/25/01 21:00	3.00000	16.9		0.0	0.1	1.0	16.6	16.9	0.0	1.8	0.3	26.7	23.4
7/25/01 22:00	3.00000	16.7		0.0	0.1	1.0	16.5	16.7	0.0	1.0	0.3	25.0	22.6
7/25/01 23:00	3.00000	16.7		0.0	0.1	1.0	16.5	16.7	0.0	1.0	0.3	23.3	21.9
7/26/01 0:00	3.00000	16.3		0.0	0.1	1.0	16.4	16.3	0.0	1.0	0.4	21.1	21.3
7/26/01 1:00	3.00000	16.1		0.0	0.1	1.0	16.4	16.1	0.0	0.0	0.4	19.4	20.6
7/26/01 2:00	3.00000	15.9		0.0	0.1	1.0	16.4	15.9	0.0	0.0	0.5	18.3	20.0
7/26/01 3:00	3.00000	15.5		0.0	0.1	1.0	16.4	15.5	0.0	1.0	0.5	16.7	19.5
7/26/01 4:00	3.00000	15.3		0.0	0.1	1.0	16.2	15.3	0.0	0.0	0.6	15.0	19.1
7/26/01 5:00	3.00000	15.1		0.0	0.1	1.0	16.2	15.1	0.0	0.0	0.6	14.4	18.6
7/26/01 6:00	3.00000	14.9		0.0	0.1	1.0	16.2	14.9	0.0	0.0	0.6	13.3	18.1
7/26/01 7:00	3.00000	14.7		0.0	0.1	1.0	16.2	14.7	0.0	0.0	0.6	13.9	18.0
7/26/01 8:00	3.00000	14.6		0.0	0.1	1.0	16.3	14.6	0.0	0.0	0.5	16.1	17.8
7/26/01 9:00	3.00000	14.6		0.0	0.1	1.0	16.4	14.6	0.0	0.0	0.5	18.3	18.1
